Description,TotalSalesDollars,TotalSalesQuantity,TotalPurchaseDollars,TotalPurchaseQuantity,GrossProfit,ProfitMargin,TargetBrand
Palagetto Brunello d Montlcn,12569.49,251.0,9765.36,297,2804.129999999999,22.30901969769656,No
Palagetto Sottobosco Rosso,3557.7799999999997,122.0,2933.0099999999998,153,624.77,17.56066985592139,No
Palagetto Vernaccia Gimigano,8012.49,551.0,5268.9400000000005,569,2743.5499999999993,34.24091636931839,No
Pali Huntington Pnt Nr,1779.11,89.0,824.11,61,954.9999999999999,53.678524655586216,No
Pali Pnt Nr Cargasacchi Vyd,1259.79,21.0,287.52,8,972.27,77.17714857238111,No
Pali Pnt Nr Rancho La Vina,1919.68,32.0,710.79,19,1208.89,62.97351641940324,No
Pali Riviera Pnt Nr Sonoma,866.49,51.0,729.6,64,136.89,15.79822040646747,No
Pali Summit Station R Pnt Nr,569.81,19.0,253.54,14,316.27,55.50446640108107,No
Pali Tower 15 The Winery,38122.75,2725.0,10060.64,1108,28062.11,73.60987861578717,No
Pali Wine Co Chard Durell Vy,799.84,16.0,335.5,10,464.34000000000003,58.05411082216444,No
Pali Wine Co Pnt Nr Durell,1869.66,34.0,723.6,20,1146.06,61.29777606623663,No
Pali Wine Co Pnt Nr Fiddlstx,419.93,7.0,122.43,3,297.5,70.84514085680946,Yes
Pallini Limoncello Liqueur,253399.66,14934.0,197009.28,15336,56390.38,23.248064220377668,No
Pallini Raspicello Liqueur,299.88,12.0,225.48,12,74.4,24.80992396958784,No
Palmaz Vyds Cab Svgn Napa,3599.64,36.0,1372.3500000000001,21,2227.29,61.875354202086875,No
Pama Pomegranate Liqueur,79845.73999999999,4226.0,60590.92,4276,19254.819999999992,24.11502479656397,No
Pampero Ron Anejo Aniversari,46848.299999999996,2170.0,33459.4,2210,13388.899999999994,28.57926541624775,No
Pancho Villa Rojo,888.0600000000001,114.0,684.4,116,203.66000000000008,22.933135148526006,No
Papa Pilar Double Barrel Rum,10597.35,265.0,6538.5599999999995,224,4058.790000000001,38.300046709790664,No
Papa's Pilar Dark Rum,31220.690000000002,831.0,25877.879999999997,978,5342.810000000005,17.113042664976348,No
Pappy Van Winkle 15 Yr Old,1799.82,18.0,1116.18,18,683.6399999999999,37.98379837983798,No
Pappy Van Winkle Rsv 23 Yr,1619.94,6.0,1190.4,6,429.53999999999996,26.515796881365972,No
Paraduxx Red Duckhorn Napa,39109.36,964.0,23413.6,1036,15695.760000000002,40.133001409381286,No
Parducci 13 True Grit Cab Sv,76133.58,5442.0,51426.9,5442,24706.68,32.451751250893494,No
Parducci 13 True Grit Chard,24927.81,1919.0,24897.6,2912,30.210000000002765,0.12118994809412766,No
Parducci Cab Svgn,7521.45,655.0,4343.34,573,3178.1099999999997,42.25395369243962,No
Parducci Petite Sirah,14619.44,1256.0,9330.98,1231,5288.460000000001,36.174162621824095,No
Parducci Pnt Nr,14535.01,1199.0,9543.42,1233,4991.59,34.3418408380868,No
Parducci Sustainable Red,155.88,12.0,78.36,12,77.52,49.73056197074673,No
Parducci Sustainable White,89.88,12.0,58.8,12,31.08,34.57943925233645,No
Parducci True Grit 11 Cab Sv,21138.78,1322.0,1456.35,133,19682.43,93.11052955752413,No
Pares Balta Brut Cava Pendes,2737.37,163.0,523.12,52,2214.25,80.88968608554927,No
Parkers Heritage 24Yr Bourbn,6499.74,26.0,5158.400000000001,26,1341.3399999999992,20.63682547301891,No
Parrot Bay 90 Coconut Capt,167640.63,6837.0,113348.62,6853,54292.01000000001,32.38594963524058,No
Partida Tequila Blanco,1011.77,23.0,199.98,6,811.79,80.23463830712514,No
Pascal Jolivet Sancerre Rose,3998.0,200.0,2383.2,180,1614.8000000000002,40.390195097548784,No
Pascual Toso Cab Svgn Argn,293.72,28.0,14.46,2,279.26000000000005,95.07694402832631,Yes
Paso Creek Cab Svgn,19984.26,1374.0,13606.5,1410,6377.759999999998,31.91391625209039,No
Paso a Paso Tempranillo,12611.960000000001,1204.0,7654.05,1165,4957.910000000001,39.311177644077524,No
Passadouro 12 Tinto Douro,4770.65,335.0,3298.05,349,1472.5999999999995,30.867911081299187,No
Pastene Marsala,764.15,85.0,664.32,96,99.82999999999993,13.064188968134518,No
Patricius Sarga Muskotaly,2317.22,278.0,1945.6,160,371.6199999999999,16.037320582422037,No
Patricius Tokaj Furmint,2496.64,236.0,739.2,60,1757.4399999999998,70.39220712637785,No
Patricius Tokaj Harslevelu,2344.48,252.0,1370.8799999999999,112,973.6000000000001,41.527332286903714,No
Patron Anejo Tequila,353800.9,11410.0,272931.59,12457,80869.31,19.930374630298996,No
Patron Burdeos Anejo Tequila,13499.73,27.0,8593.64,22,4906.09,36.342134250092414,No
Patron Citronge Lime Liqueur,54521.39,2561.0,41437.72,2468,13083.669999999998,23.997315548998287,No
Patron Citronge Orange,62627.58,4842.0,45868.96,4859,16758.620000000003,26.75916904341506,No
Patron Citronge Orange Liqu,210796.12999999998,9887.0,151696.95,9393,59099.179999999964,28.036178842562226,No
Patron Reposado Tequila,203011.7,7180.0,161514.3,7972,41497.4,16.91118393728421,No
Patron Roca Anejo Tequila,35880.89,411.0,27891.28,443,7989.610000000001,22.26703406743813,No
Patron Roca Silver Tequila,60981.06,894.0,47419.18,934,13561.879999999997,22.239495344948086,No
Patron Silver Tequila,2841673.06,79094.0,2113697.36,81984,727975.7000000001,20.17116331660426,No
Patron XO Cafe Dark Cocoa,50823.579999999994,1942.0,39733.38,1926,11090.199999999997,21.82097365041974,No
Patron XO Cafe Incendio,4449.88,212.0,616.42,37,3833.46,86.1474916177515,No
Patron XO Cafe Liqueur,184025.3,8570.0,140499.16,8516,43526.14,24.972475548257677,No
Patron XO Cafe Variety 3 Pak,8982.15,1285.0,365.04,72,8617.109999999999,95.9359396135669,No
Patz & Hall Pnt Nr Sonoma Cs,6038.490000000001,151.0,4294.4,160,1744.090000000001,28.882882972398743,No
Patz & Hall Sonoma Cst Chard,6499.030000000001,197.0,4192.16,197,2306.870000000001,35.49560472870568,No
Paul Buisse Svgn Bl Touraine,1007.16,84.0,853.3,106,153.86,15.276619405059774,No
Paul D Gruner Veltliner,173.88,12.0,112.2,12,61.67999999999999,35.4727398205659,No
Paul Dolan 12 Cab Svgn,39273.8,2620.0,14265.6,1486,25008.200000000004,63.676547723927925,No
Paul Dolan Deep Red 09 Mendo,69221.36,3464.0,37797.12,3474,31424.239999999998,45.39673881010139,No
Paul Dolan Svgn Bl 14 Potter,35054.91,3509.0,25707.600000000002,3860,9347.310000000001,26.66476679015864,No
Paul Hobbs Beckstoffer Cab S,3509.87,13.0,1087.1999999999998,9,2422.67,69.0244937846701,No
Paul Hobbs Chard RRV,7618.49,151.0,2564.34,79,5054.15,66.34057405076334,No
Paul Hobbs Cross Cab Svgn,14597.08,292.0,12908.48,377,1688.6000000000004,11.56806703806515,No
Paul Hobbs Crossbarn Chard,5527.889999999999,211.0,1507.71,87,4020.1799999999994,72.7253979366449,No
Paul Hobbs Crossbarn Rose PN,1120.4099999999999,59.0,303.84000000000003,24,816.5699999999998,72.88135593220339,No
Paul Hobbs Nathan Coombs Cab,2969.91,9.0,1714.24,8,1255.6699999999998,42.27973238246277,No
Paul Masson Carafe Wh Znfdl,1467.24,276.0,776.16,252,691.08,47.10067882555001,No
Paul Masson Chablis,13125.27,1373.0,7990.42,1411,5134.85,39.35020676723934,No
Paul Masson Chablis Carafe,5159.599999999999,940.0,3026.97,999,2132.6299999999997,41.33324288704551,No
Paul Masson Gr Amber Brandy,44388.52,5048.0,34784.04,4913,9604.479999999996,21.637306222419664,No
Paul Masson Peach Brandy,1611.83,617.0,886.97,238,724.8599999999999,56.0792482854871,No
Paul Masson Red Berry Brandy,15166.3,10470.0,9153.9,9858,6012.4,44.80943550497462,No
Paul Masson Rose,43175.08,3992.0,25853.29,4021,17321.79,36.49301781844714,No
Paul Masson Rose Carafe,3350.23,627.0,2046.9199999999998,701,1303.3100000000002,38.90210522859625,No
Paul Masson Ruby Burgundy,8454.25,775.0,5123.88,774,3330.37,39.39284975012568,No
Paul Masson Ruby Burgundy Ca,668.76,124.0,392.04,132,276.71999999999997,41.37807285124708,No
Paul Masson Wh Znfdl,12164.56,1544.0,7133.49,1521,5031.07,41.35842151298526,No
Pavao Vinho Verde Adegas Wh,31549.97,3903.0,19101.84,4047,12448.130000000001,39.455283158747854,No
Pavilion St Pierre Cdu Rhone,9021.97,903.0,380.55,59,8641.42,95.78196336276889,No
Pavillon du Ch Margaux 12 Ma,3695.78,22.0,1714.1999999999998,15,1981.5800000000004,53.61736899923697,No
Paydirt Red Paso Robles,831.63,37.0,443.88,36,387.75,46.62530211752823,No
Paydirt Svgn Blanc,1007.28,72.0,636.9,66,370.38,36.77031212771027,No
Pazo de Galegos Albarino,230.89,11.0,14.09,1,216.79999999999998,93.89752696089046,Yes
Peachy Canyon Westside Znfdl,14391.999999999998,800.0,9324.59,823,5067.409999999998,35.20990828237909,No
Pearl Cucumber Vodka,24807.03,16697.0,8694.82,7478,16112.21,65.1407238690459,No
Pearl Vodka,16417.170000000002,16583.0,6640.4800000000005,8624,9776.690000000002,59.55161577787159,No
Pearl Vodka PET,11463.66,834.0,3693.4,313,7770.26,67.78166833280122,No
Peligroso Cinnamon Tequila,2174.64,136.0,278.16,24,1896.4799999999998,87.20891733804216,No
Peligroso Reposado Tequila,4340.07,193.0,1305.8700000000001,79,3034.2,69.91131479446184,No
Pellegrino Marsala Sweet,659.45,55.0,572.76,74,86.69000000000005,13.145803320949284,No
Penalolen Cab Svgn Maipo,221.88,12.0,153.0,12,68.88,31.043807463493778,No
Pendleton 1910,22342.32,968.0,21040.5,975,1301.8199999999997,5.82670018153889,No
Pendleton Canadian Whisky,593.73,27.0,432.75,25,160.98000000000002,27.11333434389369,No
Pendleton Limited Edition,2748.75,125.0,229.73999999999998,14,2519.01,91.64201909959073,No
Penfld Bin 407 Cab Svgn Ausl,629.91,9.0,47.94,1,581.97,92.38938896032768,No
Penfolds 08 Grange,3749.95,5.0,1948.04,4,1801.9099999999999,48.05157402098694,No
Penfolds B28 Shiraz/Kalimna,890.73,27.0,19.73,1,871.0,97.78496289560248,No
Penfolds Bin 169 Cab Svgn,1399.96,4.0,690.78,3,709.1800000000001,50.65716163318952,No
Penfolds Bin 389 Cab/Shiraz,27000.79,421.0,13349.28,336,13651.51,50.559668809690386,No
Penfolds Bin 8 Cab Svgn/Shir,22997.96,1124.0,14536.76,1076,8461.199999999999,36.79108929661587,No
Penfolds Bin 9 Cab Svgn,17287.42,858.0,10360.16,887,6927.259999999998,40.07110372745036,No
Penfolds Grange 2005,7751.83,17.0,3299.8900000000003,11,4451.94,57.43082601140633,No
Penfolds Koonunga Cab/Merlot,155.88,12.0,100.56,12,55.31999999999999,35.488837567359504,No
Penfolds Koonunga Hil Shiraz,26953.91,2209.0,12346.880000000001,1792,14607.029999999999,54.19261992044938,No
Penfolds Koonunga Hill Chard,9925.18,782.0,5491.330000000001,797,4433.849999999999,44.67274145154042,No
Penfolds Koonunga Hills Shir,48732.74,3726.0,24773.7,3290,23959.039999999997,49.16415535018142,No
Penfolds Rawsons Shiraz/Cab,3793.78,422.0,2619.36,428,1174.42,30.95646031135174,No
Penfolds T Hyland Shiraz,12169.85,1015.0,4234.7,530,7935.150000000001,65.20335090407853,No
Penfolds Tawny Port Club,383.76,24.0,264.72,24,119.03999999999996,31.01938711694808,No
Penley Est Phoenix Cab Svgn,7869.9,410.0,6201.599999999999,480,1668.3000000000002,21.198490450958722,No
Penn Dutch Egg Nog,8604.69,1231.0,6322.29,1247,2282.4000000000005,26.5250694679297,No
Penn Dutch Pumpkin Cr Liquer,14881.710000000001,2129.0,7191.360000000001,1816,7690.35,51.67652104496055,No
Penner-Ash Viognier,251.91,9.0,215.88,12,36.03,14.3027271644635,No
Penner-Ash Willamette Pnt Nr,14394.130000000001,387.0,8820.0,360,5574.130000000001,38.725021936025314,No
Penny Wise Svgn Bl,1309.52,188.0,374.33000000000004,83,935.1899999999999,71.41471684281264,No
Pennywise Cab Svgn,540.53,47.0,479.4,60,61.129999999999995,11.30927053077535,No
Pennywise Pnt Nr,5388.38,462.0,2887.7000000000003,431,2500.68,46.40875365137573,No
Pepe Lopez Premium Gold,99.9,10.0,89.52,12,10.38000000000001,10.3903903903904,No
Pepe Lopez Premium Tequila,1318.8,120.0,1036.2,132,282.5999999999999,21.428571428571423,No
Pepe Lopez White,8701.289999999999,871.0,6342.24,876,2359.0499999999993,27.111497260750987,No
Pepperjack Barossa Red,191.92,8.0,191.88,12,0.03999999999999204,0.02084201750729056,No
Pepperwood Grove Cab Svgn,11075.07,1493.0,6901.2,1278,4173.87,37.687075567016734,No
Pepperwood Grove Chard,8214.98,1102.0,4604.099999999999,894,3610.88,43.95482399226779,No
Pepperwood Grove Merlot Cal,7290.25,975.0,3748.16,689,3542.09,48.58667398237372,No
Pepperwood Grove Pnt Grigio,559.25,75.0,370.79999999999995,72,188.45000000000005,33.69691551184623,No
Pepperwood Grove Pnt Nr,9378.43,1257.0,4924.99,931,4453.4400000000005,47.48598646042036,No
Perc Coffee Liqueur,6276.2699999999995,273.0,3094.91,179,3181.3599999999997,50.688705234159784,No
Pere Anselme CDR Rose,10755.03,897.0,7828.95,1005,2926.080000000001,27.206618670519756,No
Peregrine Pnt Nr,485.82,18.0,111.66,6,374.15999999999997,77.01617883166605,Yes
Perez Cruz Cab Svgn Rsva,5996.25,375.0,4515.2,415,1481.0500000000002,24.699603919116118,No
Perez Cruz Carmenere Ltd Ed,2398.7999999999997,120.0,322.08,24,2076.72,86.57328664332167,No
Pernod Anise Liqueur,40090.47,1153.0,29718.5,1225,10371.970000000001,25.87141033766878,No
Perrier Jouet BE Luxury Case,8801.22,78.0,3011.97,39,5789.25,65.77781262143203,No
Perrier Jouet Belle Epoque,33581.26,274.0,23561.28,324,10019.980000000003,29.838010842952293,No
Perrier Jouet Blason Rose,42752.08,792.0,31603.52,923,11148.560000000001,26.07723413691217,No
Perrier Jouet Fleur Rose,7425.530000000001,47.0,2257.08,21,5168.450000000001,69.60378585770982,No
Perrier Jouet Gr Brut,12514.01,199.0,8569.0,220,3945.01,31.524747063491237,No
Perrier Jouet Grand Brut,261139.72,7492.0,198673.95,9123,62465.770000000004,24.649729555883276,No
Perrin Chtnf du Pape,24406.6,840.0,19571.1,890,4835.5,19.812263895831457,No
Perrin Cotes du Rhone RSV Rg,64958.47,6453.0,43308.8,6464,21649.67,33.32847894970432,No
Perrin Gigondas,16026.65,535.0,11871.439999999999,602,4155.210000000001,25.92687804375837,No
Pertinace Barbera D'Alba,764.49,51.0,415.33,41,349.16,45.67227825086005,No
Peter Lehmann Layers Red,29027.670000000002,3633.0,19618.2,3633,9409.470000000001,32.415519399249064,No
Peter Lehmann Layers White,19623.44,2456.0,12992.24,2456,6631.199999999999,33.79224030037547,No
Peter Lehmann Shiraz,88448.17,10583.0,57380.63,10847,31067.54,35.125135997726126,No
Peter Michael Belle Cote Cha,7115.16,84.0,4526.759999999999,84,2588.4000000000005,36.37866189938105,No
Peter Michael Danseuse Pnt N,2771.73,27.0,204.72,3,2567.01,92.6139991990562,No
Peter Paul Bacigalupi Chard,5891.31,169.0,4002.03,159,1889.2800000000002,32.06892864235628,No
Peter Paul Live Free or Die,37666.81,1619.0,29997.52,1918,7669.289999999997,20.360869423240242,No
Peter Vella Burgundy B/B,1828.78,122.0,1274.63,131,554.1499999999999,30.301621846258154,No
Peter Vella Cab Svgn Cal B/B,5300.879999999999,312.0,3249.95,311,2050.9299999999994,38.69036839166326,No
Peter Vella Chablis B/B,41432.36,2764.0,28807.239999999998,2786,12625.120000000003,30.47164100717411,No
Peter Vella Chard Cal B/B,189144.58,12192.0,130651.54,12314,58493.03999999999,30.925041574017083,No
Peter Vella Delicious Blush,24328.77,1623.0,15748.800000000001,1632,8579.97,35.266764411024475,No
Peter Vella Delicious Red B/,18362.75,1225.0,11546.0,1255,6816.75,37.12270765544376,No
Peter Vella Merlot Calif B/B,47792.869999999995,2813.0,29300.4,2713,18492.469999999994,38.69294729527646,No
Peter Vella Moscato Sangria,119.92,8.0,79.44,8,40.480000000000004,33.755837224816545,No
Peter Vella Sangria B/B,55133.22,3678.0,34110.48,3732,21022.739999999998,38.13080389645299,No
Peter Vella Wh Znfdl Cal,75144.87,5013.0,50579.37,5063,24565.499999999993,32.69085434574575,No
Petit Caillou St Julien,6638.71,229.0,1844.3600000000001,98,4794.35,72.21809658804196,No
Petite Petit Phillips Lodi,84721.75,4825.0,54888.75,4879,29833.0,35.212917580196354,No
Petrone Limoncello,68301.81999999999,3418.0,50931.2,3460,17370.619999999995,25.43214807453154,No
Peychaud's Bitters,16651.63,3337.0,13017.6,3390,3634.0300000000007,21.823869495058446,No
Pezzi King Svgn Bl Dry Creek,2221.29,171.0,8.78,1,2212.5099999999998,99.60473418599102,No
Phantom Bay Svgn Bl,431.52,48.0,352.8,60,78.71999999999997,18.242491657397103,No
Philippe Herard Bl de Blanc,303.62,38.0,87.52,16,216.10000000000002,71.17449443383177,Yes
Phillipine de St-Cyrille CdP,70569.12,2788.0,49881.7,3014,20687.42,29.31511686698091,No
Phillips Earthquake Cab Svgn,220169.44999999998,9063.0,139409.84,8948,80759.60999999999,36.68066119073286,No
Phillips Earthquake Ld Znfdl,152217.69999999998,6270.0,104199.2,6472,48018.499999999985,31.54593716762242,No
Phillips Incognito Lodi Rd,8957.4,560.0,6458.4,598,2499.0,27.89872061089155,No
Phillips Lust Znfdl Lodi,9526.32,168.0,1979.64,54,7546.679999999999,79.21925780364295,No
Phillips Rapture Cab Svgn,5209.08,92.0,979.16,26,4229.92,81.20282276332865,No
Phillips Seven Deadly Znfdl,362244.09,25987.0,240651.25,27503,121592.84000000003,33.56654900843241,No
Phillips Sixth Sense Syrah,12999.87,813.0,9356.56,872,3643.3100000000013,28.025741795879505,No
Phillips Union Cherry Whisky,137.94,6.0,107.76,6,30.179999999999993,21.879077859939102,No
Piazzo Barbaresco,9453.63,337.0,7460.16,409,1993.4699999999993,21.08682061811177,No
Piccini Chianti,18915.04,1096.0,11340.93,1039,7574.110000000001,39.46427243260387,No
Piccini Memoro,2784.01,199.0,1069.6399999999999,121,1714.3700000000003,61.57916099439299,No
Pichot Dom Moriette Vouvray,32850.41,2459.0,22656.92,2563,10193.490000000005,31.030023673981553,No
Picket Fence Chard RRV,10204.69,731.0,6343.66,757,3861.0300000000007,37.83583822732489,No
Picket Fence Pnt Nr RRV,12968.94,806.0,8549.32,802,4419.620000000001,34.07849831983185,No
Pico & Vine Cab Svgn Napa,1636.44,156.0,128.52,18,1507.92,92.14636650289654,No
Picpoul d Pinet HB Languedoc,32179.7,2830.0,22429.219999999998,2959,9750.480000000003,30.300096023269337,No
Piehole Apple Pie,22134.859999999997,1714.0,12453.76,1570,9681.099999999999,70.29716509981854,No
Piehole Pecan Pie,2115.18,482.0,1191.0000000000002,218,924.1799999999998,58.6685759696077,No
Piero Broglia Gavi di Gavi,119.94,6.0,104.56,8,15.379999999999995,12.823078205769548,No
Pieropan Soave Clsc,10199.849999999999,515.0,5390.91,597,4808.939999999999,47.147163928881305,No
Pierre Andre Chablis,4604.38,162.0,1004.94,54,3599.44,78.17426016097716,No
Pierre Angulaire Brdx Blanc,1007.28,72.0,694.8,72,312.48,31.02215868477484,No
Pierre Dupond Renjardire CdR,1907.43,217.0,368.28,62,1539.15,80.69234519746466,No
Pietro Rinaldi Argante Nebbi,623.76,24.0,405.12,24,218.64,35.05194305502116,No
Pietro Rinaldi Monpiano Barb,719.64,36.0,486.36,36,233.27999999999997,32.416208104052025,No
Pietro Rinaldi di Como Dolce,407.76,24.0,268.32,24,139.44,34.19658622719247,No
Pigmentum Rose Malbec Vigour,8321.06,694.0,6192.25,775,2128.8099999999995,25.58339923038651,No
Pigs Nose Scotch,31523.519999999997,1248.0,23235.13,1283,8288.389999999996,26.292717310757162,No
Pike Creek Canadian Whisky,31877.05,1395.0,21053.97,1453,10823.079999999998,33.95257716758608,No
Piledriver Red Blend 13,47212.89,5561.0,32628.48,5568,14584.41,30.890737677782486,No
Pimms Blackberry & Elderflwr,6452.85,415.0,1812.45,129,4640.400000000001,71.91241079523002,No
Pimms Cup No 1,72967.73999999999,3826.0,54584.96000000001,3944,18382.779999999984,25.19302365675569,No
Pinch 15-Yr by Haig & Haig,67732.56,1844.0,53117.920000000006,1919,14614.639999999992,21.576978634795427,No
Pine Ridge Chn Bl/Viognier,42931.34,2966.0,29451.8,3052,13479.539999999997,31.397901859108053,No
Pine Ridge Forefront Cab Svg,8559.689999999999,431.0,4002.96,312,4556.729999999999,53.234754996968334,No
Pine Ridge Napa Vlly Cab Svg,13239.68,232.0,8755.560000000001,268,4484.119999999999,33.86879441194953,No
Pinecroft Cab Svgn Cal,197.39999999999998,60.0,133.2,60,64.19999999999999,32.52279635258358,No
Pinecroft Chard Cal,236.88,72.0,189.0,84,47.879999999999995,20.212765957446805,No
Pinecroft Pnt Grigio,125.02,38.0,108.78,49,16.239999999999995,12.989921612541991,No
Pink Flamingo Rose,16101.92,1308.0,9995.4,1234,6106.52,37.924173017876136,No
Pink Pegau Rose,9595.199999999999,480.0,5537.06,502,4058.1399999999985,42.29343838585958,No
Pink Pigeon Rum,1707.3899999999999,61.0,396.91,19,1310.4799999999998,76.753407247319,No
Pinnacle Atomic Hots,12.99,1.0,9.77,1,3.2200000000000006,24.788298691301005,No
Pinnacle Blueberry Vodka,140910.58000000002,11842.0,106676.0,11922,34234.58,37.07088187730205,No
Pinnacle Cake Vodka,85.41,9.0,14.82,2,70.59,82.64840182648403,Yes
Pinnacle Caramel Apple Vodka,61867.62,5538.0,41528.8,5612,20338.82,32.874741262068916,No
Pinnacle Cinnabon Vodka,155.88,12.0,92.88,12,63.0,40.415704387990765,No
Pinnacle Citrus Vodka,233895.03999999998,13896.0,186953.28,14304,46941.75999999998,20.06958334815479,No
Pinnacle Coconut,125.94,6.0,95.4,6,30.539999999999992,24.2496426869938,No
Pinnacle Coconut Vodka,77.94,6.0,44.46,6,33.48,42.956120092378754,No
Pinnacle CranApple Vodka,19878.63,1987.0,11750.2,1540,8128.43,40.8902927415018,No
Pinnacle Double Espresso,2286.2400000000002,176.0,1377.6,140,908.6400000000003,39.74385891245015,No
Pinnacle Gin,27434.02,1748.0,24986.1,2251,2447.920000000002,8.922935829309747,No
Pinnacle Grape Vodka,112487.12,6688.0,76120.85999999999,6231,36366.26000000001,36.163296235434885,No
Pinnacle Habanero Vodka,1888.1100000000001,189.0,476.15999999999997,62,1411.9500000000003,74.78113033668589,No
Pinnacle Key Lime Whipped,389.7,30.0,111.36,12,278.34,71.42417244033872,Yes
Pinnacle Mimosa Vodka,1638.3600000000001,164.0,182.25,25,1456.1100000000001,88.87607119314437,No
Pinnacle Orange Whipped,104.39,11.0,21.09,3,83.3,79.79691541335376,Yes
Pinnacle Peach Vodka,1927.5,200.0,284.13,41,1643.37,85.25914396887158,No
Pinnacle Pecan Pie,9123.39,961.0,2088.2400000000002,308,7035.15,77.11113960928996,No
Pinnacle Pineapple Vodka,65138.87,6113.0,44533.24,6151,20605.630000000005,31.633385718849595,No
Pinnacle Pomegranate Vodka,58063.66,5434.0,42142.19,5567,15921.470000000001,27.420713747634924,No
Pinnacle Pumpkin Pie,233.82,18.0,103.6,14,130.22,55.692412967239754,No
Pinnacle Rainbow Sherbet,2936.41,309.0,180.18,26,2756.23,93.86393589451065,No
Pinnacle Raspberry Vodka,139522.72999999998,11827.0,104017.59,11863,35505.14,25.376059247492833,No
Pinnacle Red Liquorice,826.47,53.0,192.27,17,634.2,76.73599767686667,No
Pinnacle Salted Caramel,96774.28,8672.0,67579.2,8664,29195.08,30.168222383054673,No
Pinnacle Strawbery Shortcake,3289.04,346.0,499.13,71,2789.91,84.82444725512612,No
Pinnacle Strawbry Kiwi Vodka,93629.36,5564.0,72035.37999999999,5554,21593.98000000001,23.063257080898566,No
Pinnacle Tropical Punch,185931.41999999998,11058.0,143356.02000000002,11226,42575.399999999965,22.898442877486747,No
Pinnacle Tropical Punch Vdka,52446.64,4736.0,37345.5,4825,15101.14,28.7933411940212,No
Pinnacle Vanilla,2974.71,229.0,2082.62,202,892.0900000000001,29.98914179869635,No
Pinnacle Vodka,2010777.5,197050.0,1476111.02,200333,534666.4799999999,26.46451427653237,No
Pinnacle Vodka 100 Proof,45590.409999999996,2359.0,27545.36,1798,18045.049999999996,39.58080219063614,No
Pinnacle Vodka Cane 4/50mls,48075.51,12049.0,33709.24,11162,14366.270000000004,29.88271991290369,No
Pinnacle Vodka Gift Pak,857.24,76.0,25.77,3,831.47,96.99384069805423,No
Pinnacle Whipped Vodka,463465.80999999994,32219.0,372168.14,32756,91297.66999999995,20.17490942803564,No
Pinot Evil VDP Beaute Pnt Nr,119.88,12.0,48.6,12,71.28,59.45945945945946,No
Pinotage Southern Right,614.59,41.0,415.81,43,198.78000000000003,32.34351356188679,No
Pio II Chianti 07,83.88,12.0,56.28,12,27.599999999999994,32.90414878397711,No
Piper Heidsieck Brut,48416.270000000004,1073.0,15121.5,593,33294.770000000004,68.76773035180116,No
Piper Sonoma Bl de Bl Sonoma,13274.72,928.0,8939.28,952,4335.439999999999,32.65937059312738,No
Piper Sonoma Brut,72035.83,5117.0,45692.6,5134,26343.230000000003,36.569620978893425,No
Pirassununga Cachaca 51 Rum,5788.38,362.0,4795.5,417,992.8800000000001,17.152985809501107,No
Pitu Brazilian Rum Cachaca,3642.21,279.0,365.84,34,3276.37,89.95554896614966,No
Pizzolato Fields Prosecco,167.88,12.0,114.96,12,52.92,31.52251608291637,No
Pizzolato Moscato,1049.25,75.0,1034.6399999999999,108,14.610000000000127,1.3924231593995833,No
Pizzolato Pnt Grigio,30133.89,4311.0,9893.12,2096,20240.769999999997,67.1694560509778,No
Placido Chianti,21919.22,1878.0,14105.730000000001,1951,7813.49,35.646752028584956,No
Placido Pinot Grigio Venezi,45452.579999999994,3942.0,29557.600000000002,3955,15894.979999999994,37.83435536858973,No
Placido Sangiovese Primever,10294.31,869.0,5990.46,839,4303.849999999999,41.80804735820079,No
Planeta La Segreta Bianco,2076.69,231.0,1799.28,294,277.4100000000001,13.358276873293562,No
Plantation Original Dark Rum,19081.81,1319.0,11491.480000000001,1066,7590.33,39.77783030016544,No
Plantaze Krstac Montenegro W,4504.08,392.0,3653.13,493,850.9499999999998,18.892870464112534,No
Plantaze Vranac Montenegro,2483.7400000000002,226.0,2034.9,285,448.84000000000015,18.07113465982752,No
Plantaze Vranac ProCorde Red,5733.25,425.0,4534.05,501,1199.1999999999998,20.91658308987049,No
Platinum 7X Distilled Vodka,1076868.67,111133.0,781683.58,112815,295185.08999999997,34.509200145870885,No
Platte Valley Fireshine,9832.57,643.0,4293.42,326,5539.15,56.334712084429604,No
Platte Valley KY Moonshine,56848.53999999999,3346.0,44440.11,3453,12408.429999999993,21.827174453380852,No
Plomari Ouzo,47849.829999999994,2717.0,33615.9,2733,14233.929999999993,29.747085830816943,No
Plungerhead Lodi Cab Svgn,23864.36,1764.0,18007.78,2051,5856.580000000002,24.54111486752631,No
Plungerhead Znfdl Lodi,70100.23,4977.0,47586.56,5311,22513.67,32.116399618089694,No
Plymouth Gin,124822.58,4142.0,92802.95999999999,4226,32019.62000000001,25.652105572565485,No
Plymouth Navy Strength Gin,221.94,6.0,162.0,6,59.94,27.00729927007299,No
Poema Brut Cava Penedes,371.69,31.0,307.8,38,63.889999999999986,17.18905539562538,No
Pofyros-Spiropooulos,149.94,6.0,103.38,6,46.56,31.052420968387356,No
Poggio Altero Antico Brunllo,1025.82,18.0,111.03,3,914.79,89.17646370708312,No
Poggio Amorelli Chianti Clsc,455.76,24.0,149.88,12,305.88,67.11427066877303,Yes
